performance_id,date,campaign_id,impressions,clicks,conversions,spend,revenue,created_at,campaign_name,channel,target_audience,ctr,cvr,cpc,roas,cac,profit,profit_margin,year,month,month_name,week,day_of_week,day_name,quarter,is_weekend,season,spend_is_outlier,revenue_is_outlier,roas_is_outlier,cac_is_outlier,ctr_is_outlier,cvr_is_outlier
507,2024-01-23,9,58305,792,7,524.75,457.13,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.3583740674041678,0.8838383838383838,0.6625631313131313,0.8711386374464031,74.96428571428571,-67.62,-14.79229103318531,2024,1,January,4,1,Tuesday,1,0,Winter,False,False,False,False,False,False
508,2024-01-24,9,54579,694,5,491.21,258.68,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.271551329265835,0.7204610951008645,0.7077953890489913,0.5266179434457768,98.24199999999999,-232.52999999999997,-89.89098500077314,2024,1,January,4,2,Wednesday,1,0,Winter,False,False,False,False,False,False
509,2024-01-25,9,53884,676,5,484.96,243.4,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.2545468042461583,0.7396449704142012,0.717396449704142,0.5018970636753547,96.99199999999999,-241.55999999999997,-99.2440427280197,2024,1,January,4,3,Thursday,1,0,Winter,False,False,False,False,False,False
510,2024-01-26,9,56318,739,6,506.87,293.6,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.312191484072588,0.8119079837618403,0.6858863328822733,0.5792412255607947,84.47833333333334,-213.26999999999998,-72.63964577656674,2024,1,January,4,4,Friday,1,0,Winter,False,False,False,False,False,False
511,2024-01-27,9,27563,253,1,248.07,62.6,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.9178971810035192,0.3952569169960474,0.9805138339920948,0.2523481275446447,248.07,-185.47,-296.2779552715655,2024,1,January,4,5,Saturday,1,1,Winter,False,False,False,True,False,False
512,2024-01-28,9,33171,366,2,298.54,121.55,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.1033734285972687,0.546448087431694,0.8156830601092897,0.40714812085482677,149.27,-176.99,-145.6108597285068,2024,1,January,4,6,Sunday,1,1,Winter,False,False,False,False,False,False
513,2024-01-29,9,53766,673,5,483.9,308.79,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.251720418108098,0.7429420505200593,0.7190193164933135,0.6381277123372598,96.78,-175.10999999999996,-56.70844263091419,2024,1,January,5,0,Monday,1,0,Winter,False,False,False,False,False,False
514,2024-01-30,9,62138,900,8,559.25,523.52,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.448389069490489,0.8888888888888888,0.6213888888888889,0.9361108627626284,69.90625,-35.73000000000002,-6.824954156479221,2024,1,January,5,1,Tuesday,1,0,Winter,False,False,False,False,False,False
515,2024-01-31,9,61312,876,8,551.82,459.99,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.428757828810021,0.91324200913242,0.6299315068493151,0.8335870392519299,68.9775,-91.83000000000004,-19.963477466901463,2024,1,January,5,2,Wednesday,1,0,Winter,False,False,False,False,False,False
516,2024-02-01,9,55885,728,6,502.97,267.47,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.3026751364409055,0.8241758241758242,0.6908928571428572,0.5317812195558383,83.82833333333333,-235.5,-88.04725763637042,2024,2,February,5,3,Thursday,1,0,Winter,False,False,False,False,False,False
517,2024-02-02,9,64730,976,9,582.58,560.23,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.5078016375714507,0.9221311475409836,0.5969057377049181,0.9616361701397232,64.73111111111112,-22.350000000000023,-3.989432911482788,2024,2,February,5,4,Friday,1,0,Winter,False,False,False,False,False,False
518,2024-02-03,9,31006,320,2,279.06,95.94,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.032058311294588,0.625,0.8720625,0.3437970328961514,139.53,-183.12,-190.8692933083177,2024,2,February,5,5,Saturday,1,1,Winter,False,False,False,False,False,False
519,2024-02-04,9,40416,543,4,363.75,203.19,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.3435273159144894,0.7366482504604052,0.669889502762431,0.5585979381443299,90.9375,-160.56,-79.01963679314927,2024,2,February,5,6,Sunday,1,1,Winter,False,False,False,False,False,False
520,2024-02-05,9,46530,504,3,418.77,132.4,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.0831721470019342,0.5952380952380952,0.8308928571428571,0.3161640041072665,139.59,-286.37,-216.29154078549848,2024,2,February,6,0,Monday,1,0,Winter,False,False,False,False,False,False
521,2024-02-06,9,62901,922,9,566.11,508.13,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.4657954563520454,0.9761388286334056,0.614002169197397,0.8975817420642631,62.90111111111111,-57.98000000000002,-11.410465825674535,2024,2,February,6,1,Tuesday,1,0,Winter,False,False,False,False,False,False
522,2024-02-07,9,48413,546,4,435.72,188.48,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.1277962530725218,0.7326007326007326,0.798021978021978,0.4325713761131001,108.93,-247.24000000000004,-131.17572156196945,2024,2,February,6,2,Wednesday,1,0,Winter,False,False,False,False,False,False
523,2024-02-08,9,55591,720,6,500.32,268.05,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.295173679192675,0.8333333333333334,0.6948888888888889,0.5357571154461145,83.38666666666667,-232.26999999999998,-86.65174407759744,2024,2,February,6,3,Thursday,1,0,Winter,False,False,False,False,False,False
524,2024-02-09,9,59079,813,7,531.71,341.13,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.3761234956583557,0.8610086100861009,0.654009840098401,0.6415715333546481,75.95857142857143,-190.58000000000004,-55.86726467915458,2024,2,February,6,4,Friday,1,0,Winter,False,False,False,False,False,False
525,2024-02-10,9,34301,391,2,308.71,103.0,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.1399084574793736,0.5115089514066496,0.7895396419437339,0.33364646431926404,154.355,-205.70999999999998,-199.71844660194174,2024,2,February,6,5,Saturday,1,1,Winter,False,False,False,False,False,False
526,2024-02-11,9,33224,367,2,299.02,119.75,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.1046231639778474,0.544959128065395,0.8147683923705722,0.40047488462310216,149.51,-179.26999999999998,-149.70354906054277,2024,2,February,6,6,Sunday,1,1,Winter,False,False,False,False,False,False
527,2024-02-12,9,60028,839,7,540.26,395.41,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.3976810821616579,0.834326579261025,0.6439332538736591,0.7318883500536779,77.17999999999999,-144.84999999999997,-36.63286209251156,2024,2,February,7,0,Monday,1,0,Winter,False,False,False,False,False,False
528,2024-02-13,9,38658,348,2,347.93,90.31,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.9002017693620985,0.5747126436781609,0.9997988505747126,0.25956370534302875,173.965,-257.62,-285.26187576126677,2024,2,February,7,1,Tuesday,1,0,Winter,False,False,False,False,False,False
529,2024-02-14,9,40896,389,2,368.07,115.18,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.9511932707355243,0.5141388174807198,0.9461953727506427,0.31292960578150897,184.035,-252.89,-219.56068761937834,2024,2,February,7,2,Wednesday,1,0,Winter,False,False,False,False,False,False
530,2024-02-15,9,56851,753,6,511.66,299.92,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.324514960159012,0.796812749003984,0.6794953519256308,0.5861705038502131,85.27666666666667,-211.74,-70.59882635369432,2024,2,February,7,3,Thursday,1,0,Winter,False,False,False,False,False,False
531,2024-02-16,9,56479,743,6,508.32,328.11,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.3155332070327024,0.8075370121130552,0.6841453566621803,0.6454792256846081,84.72,-180.20999999999998,-54.9236536527384,2024,2,February,7,4,Friday,1,0,Winter,False,False,False,False,False,False
532,2024-02-17,9,34781,402,3,313.03,150.03,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.1558034559098358,0.7462686567164178,0.7786815920398009,0.4792831358016804,104.34333333333332,-162.99999999999997,-108.64493767913082,2024,2,February,7,5,Saturday,1,1,Winter,False,False,False,False,False,False
533,2024-02-18,9,41546,574,5,373.92,232.52,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.3816011168343523,0.8710801393728222,0.6514285714285715,0.6218442447582371,74.784,-141.4,-60.81197316359883,2024,2,February,7,6,Sunday,1,1,Winter,False,False,False,False,False,False
534,2024-02-19,9,49313,566,4,443.82,200.93,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.1477703648125241,0.7067137809187279,0.7841342756183746,0.45272858366004237,110.955,-242.89,-120.88289454038718,2024,2,February,8,0,Monday,1,0,Winter,False,False,False,False,False,False
535,2024-02-20,9,56990,757,6,512.92,328.24,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.3283032110896649,0.7926023778071334,0.6775693527080581,0.6399438508929268,85.48666666666666,-184.67999999999995,-56.26370948086764,2024,2,February,8,1,Tuesday,1,0,Winter,False,False,False,False,False,False
536,2024-02-21,9,56639,747,6,509.76,270.0,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.318879217500309,0.8032128514056224,0.6824096385542169,0.5296610169491526,84.96,-239.76,-88.8,2024,2,February,8,2,Wednesday,1,0,Winter,False,False,False,False,False,False
537,2024-02-22,9,48242,542,4,434.19,228.74,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.123502342357282,0.7380073800738007,0.8010885608856089,0.5268200557359681,108.5475,-205.45,-89.818134126082,2024,2,February,8,3,Thursday,1,0,Winter,False,False,False,False,False,False
538,2024-02-23,9,36271,306,1,326.45,50.63,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.8436491963276447,0.32679738562091504,1.066830065359477,0.1550926635013019,326.45,-275.82,-544.775824609915,2024,2,February,8,4,Friday,1,0,Winter,False,False,False,True,False,False
539,2024-02-24,9,29791,295,1,268.12,47.02,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.9902319492464167,0.3389830508474576,0.9088813559322034,0.17536923765478146,268.12,-221.1,-470.2254359846873,2024,2,February,8,5,Saturday,1,1,Winter,False,False,False,True,False,False
540,2024-02-25,9,30748,314,2,276.74,102.44,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.021204631195525,0.6369426751592357,0.8813375796178344,0.3701669437016694,138.37,-174.3,-170.14837953924248,2024,2,February,8,6,Sunday,1,1,Winter,False,False,False,False,False,False
541,2024-02-26,9,36273,306,1,326.46,60.43,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.8436026796791002,0.32679738562091504,1.0668627450980392,0.18510690436806962,326.46,-266.03,-440.22836339566436,2024,2,February,9,0,Monday,1,0,Winter,False,False,False,True,False,False
542,2024-02-27,9,41461,400,2,373.15,104.73,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.9647620655555824,0.5,0.9328749999999999,0.2806646120862924,186.575,-268.41999999999996,-256.29714503962566,2024,2,February,9,1,Tuesday,1,0,Winter,False,False,False,False,False,False
543,2024-02-28,9,57768,777,6,519.92,330.03,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.345035313668467,0.7722007722007722,0.6691377091377091,0.6347707339590706,86.65333333333332,-189.89,-57.537193588461655,2024,2,February,9,2,Wednesday,1,0,Winter,False,False,False,False,False,False
544,2024-02-29,9,61774,889,8,555.97,493.89,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.43911678052255,0.8998875140607425,0.6253880764904387,0.8883392988830332,69.49625,-62.08000000000004,-12.56960051833405,2024,2,February,9,3,Thursday,1,0,Winter,False,False,False,False,False,False
545,2024-03-01,9,38260,341,2,344.35,125.92,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.891270256142185,0.5865102639296188,1.0098240469208213,0.36567445912588936,172.175,-218.43,-173.46728081321473,2024,3,March,9,4,Friday,1,0,Spring,False,False,False,False,False,False
546,2024-03-02,9,26138,227,1,235.25,44.41,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.868467365521463,0.4405286343612335,1.0363436123348018,0.1887778958554729,235.25,-190.84,-429.72303535239814,2024,3,March,9,5,Saturday,1,1,Spring,False,False,False,False,False,False
547,2024-03-03,9,45140,678,6,406.26,377.8,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.5019937970757644,0.8849557522123894,0.5992035398230089,0.9299463397824054,67.71,-28.45999999999998,-7.533086289041815,2024,3,March,9,6,Sunday,1,1,Spring,False,False,False,False,False,False
548,2024-03-04,9,53817,675,5,484.36,283.07,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.254250515636323,0.7407407407407408,0.7175703703703704,0.5844206788339251,96.872,-201.29000000000002,-71.10961952873849,2024,3,March,10,0,Monday,1,0,Spring,False,False,False,False,False,False
549,2024-03-05,9,57948,782,7,521.54,372.32,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.349485745841099,0.8951406649616368,0.66693094629156,0.7138857997469035,74.50571428571428,-149.21999999999997,-40.07842715943274,2024,3,March,10,1,Tuesday,1,0,Spring,False,False,False,False,False,False
550,2024-03-06,9,39591,365,2,356.33,88.92,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.9219267005127427,0.547945205479452,0.9762465753424657,0.2495439620576432,178.165,-267.40999999999997,-300.7309941520468,2024,3,March,10,2,Wednesday,1,0,Spring,False,False,False,False,False,False
551,2024-03-07,9,46065,494,3,414.59,184.89,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.072397698903723,0.6072874493927125,0.8392510121457489,0.4459586579512289,138.19666666666666,-229.7,-124.23603223538319,2024,3,March,10,3,Thursday,1,0,Spring,False,False,False,False,False,False
552,2024-03-08,9,55126,708,6,496.14,373.83,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.2843304429851612,0.847457627118644,0.7007627118644068,0.7534768412141734,82.69,-122.31,-32.71808041088195,2024,3,March,10,4,Friday,1,0,Spring,False,False,False,False,False,False
553,2024-03-09,9,45110,677,6,405.99,275.63,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.5007758811793395,0.8862629246676514,0.5996898079763663,0.6789083474962437,67.665,-130.36,-47.29528716032363,2024,3,March,10,5,Saturday,1,1,Spring,False,False,False,False,False,False
554,2024-03-10,9,43482,629,6,391.34,296.12,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.4465755944988732,0.9538950715421303,0.6221621621621621,0.7566821689579395,65.22333333333333,-95.21999999999997,-32.15588275023638,2024,3,March,10,6,Sunday,1,1,Spring,False,False,False,False,False,False
555,2024-03-11,9,54222,685,5,488.0,277.64,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.2633248496920069,0.7299270072992701,0.7124087591240876,0.5689344262295082,97.6,-210.36,-75.76718052153869,2024,3,March,11,0,Monday,1,0,Spring,False,False,False,False,False,False
556,2024-03-12,9,48258,542,4,434.33,203.3,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.1231298437564756,0.7380073800738007,0.8013468634686347,0.4680772684364424,108.5825,-231.02999999999997,-113.63994097393014,2024,3,March,11,1,Tuesday,1,0,Spring,False,False,False,False,False,False
557,2024-03-13,9,46520,504,3,418.69,153.98,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.0834049871023215,0.5952380952380952,0.830734126984127,0.36776612768396666,139.56333333333333,-264.71000000000004,-171.91193661514487,2024,3,March,11,2,Wednesday,1,0,Spring,False,False,False,False,False,False
558,2024-03-14,9,41227,396,2,371.05,110.46,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.9605355713488732,0.5050505050505051,0.9369949494949495,0.29769572833849883,185.525,-260.59000000000003,-235.91345283360496,2024,3,March,11,3,Thursday,1,0,Spring,False,False,False,False,False,False
559,2024-03-15,9,39556,364,2,356.01,110.44,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.9202143796137122,0.5494505494505495,0.9780494505494505,0.31021600516839415,178.005,-245.57,-222.3560304237595,2024,3,March,11,4,Friday,1,0,Spring,False,False,False,False,False,False
560,2024-03-16,9,44810,668,6,403.3,310.12,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.490738674403035,0.8982035928143712,0.6037425149700599,0.7689561120753782,67.21666666666667,-93.18,-30.046433638591513,2024,3,March,11,5,Saturday,1,1,Spring,False,False,False,False,False,False
561,2024-03-17,9,40950,558,5,368.55,310.08,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.3626373626373627,0.8960573476702508,0.660483870967742,0.8413512413512413,73.71000000000001,-58.47000000000003,-18.85642414860682,2024,3,March,11,6,Sunday,1,1,Spring,False,False,False,False,False,False
562,2024-03-18,9,61208,873,8,550.87,393.58,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.426284145863286,0.9163802978235969,0.631008018327606,0.7144698386189119,68.85875,-157.29000000000002,-39.96392093094162,2024,3,March,12,0,Monday,1,0,Spring,False,False,False,False,False,False
563,2024-03-19,9,40557,383,2,365.02,96.68,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.9443499272628646,0.5221932114882507,0.9530548302872062,0.26486219933154354,182.51,-268.34,-277.5548200248241,2024,3,March,12,1,Tuesday,1,0,Spring,False,False,False,False,False,False
564,2024-03-20,9,54640,695,5,491.77,303.62,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.2719619326500733,0.7194244604316548,0.7075827338129496,0.6174024442320597,98.354,-188.14999999999998,-61.968908504051115,2024,3,March,12,2,Wednesday,1,0,Spring,False,False,False,False,False,False
565,2024-03-21,9,56280,738,6,506.53,287.38,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.3113006396588487,0.8130081300813009,0.6863550135501355,0.5673504037273213,84.42166666666667,-219.14999999999998,-76.25791634769294,2024,3,March,12,3,Thursday,1,0,Spring,False,False,False,False,False,False
566,2024-03-22,9,59905,836,7,539.15,384.09,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.3955429429930724,0.8373205741626795,0.6449162679425837,0.7123991468051563,77.02142857142857,-155.06,-40.37074643963655,2024,3,March,12,4,Friday,1,0,Spring,False,False,False,False,False,False
567,2024-03-23,9,41535,574,5,373.82,303.59,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.3819670157698327,0.8710801393728222,0.6512543554006969,0.8121288320582097,74.764,-70.23000000000002,-23.13317302941468,2024,3,March,12,5,Saturday,1,1,Spring,False,False,False,False,False,False
568,2024-03-24,9,34929,406,3,314.37,192.99,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.1623579260786165,0.7389162561576355,0.7743103448275862,0.6138944555778223,104.79,-121.38,-62.89445048966267,2024,3,March,12,6,Sunday,1,1,Spring,False,False,False,False,False,False
569,2024-03-25,9,53469,666,5,481.23,289.88,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.2455815519272848,0.7507507507507507,0.7225675675675676,0.6023730856347277,96.24600000000001,-191.35000000000002,-66.0100731337105,2024,3,March,13,0,Monday,1,0,Spring,False,False,False,False,False,False
570,2024-03-26,9,55323,713,6,497.91,378.08,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.2887948954322797,0.8415147265077139,0.6983309957924264,0.7593340161876644,82.985,-119.83000000000004,-31.69435040203133,2024,3,March,13,1,Tuesday,1,0,Spring,False,False,False,False,False,False
571,2024-03-27,9,55407,715,6,498.66,283.93,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.2904506650784198,0.8391608391608392,0.6974265734265734,0.5693859543576786,83.11,-214.73000000000002,-75.62779558341846,2024,3,March,13,2,Wednesday,1,0,Spring,False,False,False,False,False,False
572,2024-03-28,9,38143,339,2,343.29,107.46,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.8887607162519991,0.5899705014749262,1.0126548672566373,0.31302979987765445,171.645,-235.83000000000004,-219.45840312674488,2024,3,March,13,3,Thursday,1,0,Spring,False,False,False,False,False,False
573,2024-03-29,9,45387,480,3,408.49,150.13,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.0575715513252693,0.625,0.8510208333333333,0.36752429680041127,136.16333333333333,-258.36,-172.09085459268636,2024,3,March,13,4,Friday,1,0,Spring,False,False,False,False,False,False
574,2024-03-30,9,26438,232,1,237.95,55.16,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.8775247749451548,0.43103448275862066,1.025646551724138,0.23181340617776844,237.95,-182.79,-331.3814358230602,2024,3,March,13,5,Saturday,1,1,Spring,False,False,False,True,False,False
575,2024-03-31,9,31935,339,2,287.42,107.88,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.0615312353217472,0.5899705014749262,0.8478466076696166,0.37533922482777815,143.71,-179.54000000000002,-166.42565813867262,2024,3,March,13,6,Sunday,1,1,Spring,False,False,False,False,False,False
576,2024-04-01,9,37791,332,1,340.12,62.3,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.8785160487946866,0.30120481927710846,1.0244578313253012,0.18317064565447488,340.12,-277.82,-445.9390048154093,2024,4,April,14,0,Monday,2,0,Spring,False,False,False,True,False,False
577,2024-04-02,9,38404,343,2,345.64,126.03,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,0.8931361316529529,0.5830903790087464,1.0076967930029155,0.3646279365814142,172.82,-219.60999999999999,-174.25216218360706,2024,4,April,14,1,Tuesday,2,0,Spring,False,False,False,False,False,False
578,2024-04-03,9,62451,909,8,562.06,460.24,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.4555411442570976,0.88008800880088,0.6183278327832783,0.8188449631711918,70.2575,-101.81999999999994,-22.123240048670244,2024,4,April,14,2,Wednesday,2,0,Spring,False,False,False,False,False,False
579,2024-04-04,9,51696,622,4,465.26,216.72,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.2031878675332714,0.6430868167202572,0.7480064308681672,0.4658040665434381,116.315,-248.54,-114.68253968253967,2024,4,April,14,3,Thursday,2,0,Spring,False,False,False,False,False,False
580,2024-04-05,9,53155,658,5,478.4,307.1,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.2378891919857022,0.7598784194528876,0.7270516717325227,0.6419314381270904,95.67999999999999,-171.29999999999995,-55.77987626180395,2024,4,April,14,4,Friday,2,0,Spring,False,False,False,False,False,False
581,2024-04-06,9,44593,662,6,401.34,323.36,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.4845379319624157,0.906344410876133,0.6062537764350453,0.8057009019783725,66.89,-77.97999999999996,-24.115536862939127,2024,4,April,14,5,Saturday,2,1,Spring,False,False,False,False,False,False
582,2024-04-07,9,42732,608,5,384.6,291.7,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.4228213048769072,0.8223684210526315,0.6325657894736842,0.7584503380135205,76.92,-92.90000000000003,-31.847788824134398,2024,4,April,14,6,Sunday,2,1,Spring,False,False,False,False,False,False
583,2024-04-08,9,45965,492,3,413.69,163.39,2026-01-01T19:41:22.548896,Display Campaign 9,display,18-24,1.0703796366800828,0.6097560975609756,0.8408333333333333,0.39495757692958494,137.89666666666668,-250.3,-153.19174980108943,2024,4,April,15,0,Monday,2,0,Spring,False,False,False,False,False,False
584,2024-02-10,10,21859,431,11,54.65,680.42,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,1.9717278924012993,2.5522041763341066,0.12679814385150812,12.45050320219579,4.968181818181818,625.77,91.96819611416478,2024,2,February,6,5,Saturday,1,1,Winter,False,False,True,False,False,False
585,2024-02-11,10,21074,401,10,52.69,869.74,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,1.9028186390813324,2.493765586034913,0.13139650872817954,16.5067375213513,5.269,817.05,93.9418676845954,2024,2,February,6,6,Sunday,1,1,Winter,False,False,True,False,False,False
586,2024-02-12,10,35792,810,25,89.48,2035.74,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,2.263075547608404,3.0864197530864197,0.11046913580246914,22.75078229772016,3.5792,1946.26,95.60454674958491,2024,2,February,7,0,Monday,1,0,Winter,False,True,True,False,False,False
587,2024-02-13,10,39611,992,34,99.03,2216.01,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,2.504354850925248,3.4274193548387095,0.09982862903225806,22.377158436837323,2.9126470588235294,2116.98,95.53115735037296,2024,2,February,7,1,Tuesday,1,0,Winter,False,True,True,False,False,False
588,2024-02-14,10,33524,711,21,83.81,1535.79,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,2.120868631428231,2.9535864978902953,0.11787623066104079,18.324662928051545,3.9909523809523813,1451.98,94.54287370018037,2024,2,February,7,2,Wednesday,1,0,Winter,False,False,True,False,False,False
589,2024-02-15,10,38068,917,30,95.17,2270.47,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,2.408847325837974,3.271537622682661,0.10378407851690295,23.856992749816115,3.1723333333333334,2175.2999999999997,95.80835686003338,2024,2,February,7,3,Thursday,1,0,Winter,False,True,True,False,False,False
590,2024-02-16,10,31415,624,17,78.54,1210.15,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,1.986312271208022,2.7243589743589745,0.12586538461538463,15.408072319837025,4.62,1131.6100000000001,93.50989546750404,2024,2,February,7,4,Friday,1,0,Winter,False,False,True,False,False,False
591,2024-02-17,10,24050,522,15,60.13,1083.95,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,2.1704781704781704,2.8735632183908044,0.11519157088122606,18.0267753201397,4.008666666666667,1023.82,94.45269615757185,2024,2,February,7,5,Saturday,1,1,Winter,False,False,True,False,False,False
592,2024-02-18,10,24970,563,17,62.43,1324.92,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,2.2547056467761317,3.019538188277087,0.11088809946714032,21.22248918789044,3.6723529411764706,1262.49,95.28801738972919,2024,2,February,7,6,Sunday,1,1,Winter,False,False,True,False,False,False
593,2024-02-19,10,46359,1360,55,115.9,4368.05,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,2.933626696002934,4.044117647058823,0.08522058823529412,37.68809318377912,2.1072727272727274,4252.150000000001,97.34664209429837,2024,2,February,8,0,Monday,1,0,Winter,False,True,True,False,False,False
594,2024-02-20,10,29214,540,13,73.04,816.86,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,1.8484288354898337,2.4074074074074074,0.13525925925925927,11.183734939759036,5.618461538461539,743.82,91.05844330729869,2024,2,February,8,1,Tuesday,1,0,Winter,False,False,True,False,False,False
595,2024-02-21,10,43731,1210,46,109.33,3152.12,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,2.766915917770003,3.8016528925619832,0.09035537190082644,28.831244855026068,2.3767391304347827,3042.79,96.53154067738538,2024,2,February,8,2,Wednesday,1,0,Winter,False,True,True,False,False,False
596,2024-02-22,10,44806,1270,50,112.02,3984.85,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,2.8344418158282374,3.937007874015748,0.08820472440944882,35.572665595429385,2.2403999999999997,3872.83,97.18885277990388,2024,2,February,8,3,Thursday,1,0,Winter,False,True,True,False,False,False
597,2024-02-23,10,49135,1527,66,122.84,5689.09,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,3.107764322784166,4.322200392927308,0.08044531761624099,46.31300879192445,1.8612121212121213,5566.25,97.84077945681999,2024,2,February,8,4,Friday,1,0,Winter,False,True,True,False,False,False
598,2024-02-24,10,24887,559,17,62.22,1317.2,2026-01-01T19:41:22.548896,Email Campaign 10,email,55+,2.246152609796279,3.041144901610018,0.11130590339892665,21.17004178720669,3.66,1254.98,95.27634375948982,2024,2,February,8,5,Saturday,1,1,Winter,False,False,True,False,False,False
